127.0.0.1 - - [24/Mar/2023:10:33:19 +0800] "GET /Bahoot/login?email=i@gmail.com&password=123 HTTP/1.1" 200 24
0:0:0:0:0:0:0:1 - - [24/Mar/2023:20:52:17 +0800] "GET /Bahoot/style/style.css HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [24/Mar/2023:20:52:17 +0800] "GET /Bahoot/images/oldegg-icon.ico HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [24/Mar/2023:20:55:15 +0800] "GET /Bahoot/style/style.css HTTP/1.1" 404 781
127.0.0.1 - - [24/Mar/2023:21:33:48 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:21:33:49 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 5
127.0.0.1 - - [24/Mar/2023:21:33:49 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 5
127.0.0.1 - - [24/Mar/2023:21:33:49 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 6
127.0.0.1 - - [24/Mar/2023:21:33:49 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 6
127.0.0.1 - - [24/Mar/2023:21:56:04 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:21:56:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:21:56:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:21:56:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:21:56:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20current='Y' HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [24/Mar/2023:22:04:09 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%203005 HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:28:40 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:28:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHEREroomCode%20=%203005 HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:28:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:28:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:28:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:28:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:29:07 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:29:07 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHEREroomCode%20=%203005 HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:29:07 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:29:07 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:29:07 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:29:07 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:31:02 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:31:02 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHEREroomCode%20=%20'3005' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:31:02 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:31:02 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:31:02 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:31:02 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:32:48 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:32:48 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHEREroomCode%20=%20'3005' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:32:48 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:32:48 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:32:48 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:32:48 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:33:58 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:33:58 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHEREroomCode%20=%20'3005' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:33:58 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:33:58 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:33:58 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:33:58 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:34:36 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:34:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHEREroomCode%20=%20'3005' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:34:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:34:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:34:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:34:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:18 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:35:18 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:35:18 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:18 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:18 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:18 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:50 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:35:50 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:35:50 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:50 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:50 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:35:50 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:36:40 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:36:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:36:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:36:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:36:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:36:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:38:17 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:38:17 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:38:17 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:38:17 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:38:17 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:38:17 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:40:39 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:40:39 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:41:18 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:41:18 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:41:40 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:41:40 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:42:04 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:42:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:42:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:42:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:42:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:42:04 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='null' HTTP/1.1" 200 -
127.0.0.1 - - [24/Mar/2023:22:44:44 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:44:44 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:44:44 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:44:44 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:44:44 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:44:44 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:45:27 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:22:46:03 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:46:03 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:46:03 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:46:03 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:46:03 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:46:03 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:46:04 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:22:50:36 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:50:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:50:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:50:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:50:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:50:36 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:54:11 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:22:54:11 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:22:54:11 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:54:11 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:22:54:11 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:54:11 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:22:54:12 +0800] "GET /Bahoot/response?option=4&userID=6 HTTP/1.1" 200 9
127.0.0.1 - - [24/Mar/2023:23:00:47 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:23:00:47 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:23:00:47 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:00:47 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:00:47 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:00:47 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:00:48 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:00:51 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:02:05 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:23:02:05 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:23:02:05 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:02:05 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:02:05 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:02:05 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:02:06 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:04:56 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:23:04:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:23:04:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:04:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:04:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:04:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:04:57 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:08:56 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:23:08:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:23:08:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:08:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:08:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:08:56 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:08:57 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:08:58 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:08:59 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:08:59 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:11:46 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:23:11:46 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:23:11:46 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:11:46 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt2%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
127.0.0.1 - - [24/Mar/2023:23:11:46 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt3%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:11:46 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt4%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 11
127.0.0.1 - - [24/Mar/2023:23:11:47 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:12:13 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:12:15 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:12:17 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:12:17 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:12:18 +0800] "GET /Bahoot/response?option=3&userID=6 HTTP/1.1" 200 7
127.0.0.1 - - [24/Mar/2023:23:14:44 +0800] "GET /Bahoot/login?email=i@g.com&password=123 HTTP/1.1" 200 3
127.0.0.1 - - [24/Mar/2023:23:14:44 +0800] "GET /Bahoot/SQL?sql=SELECT%20currentQuestionID%20FROM%20session%20WHERE%20roomCode%20=%20'3005' HTTP/1.1" 200 23
127.0.0.1 - - [24/Mar/2023:23:14:44 +0800] "GET /Bahoot/SQL?sql=SELECT%20opt1%20FROM%20questions%20WHERE%20id='1%20%20' HTTP/1.1" 200 10
